name,rating,acs,kd_diff,adr,kpr,apr,fpr,hs,kast,event
"Shondex
good",(+3),133,1.10,238.2,1.16,71%,154.5,0.86,0.18,The Funhaver Invitational - Revival 3
"heartless
1ms",,222,1.10,249.0,1.19,71%,164.3,0.89,0.14,The Funhaver Invitational - Revival 3
"glxy
NA",(+2),206,1.10,200.3,1.00,73%,134.8,0.67,0.37,The Funhaver Invitational - Revival 3
"owow
BHOP",(+1),136,1.10,211.0,1.20,71%,136.6,0.80,0.27,The Funhaver Invitational - Revival 3
"HungryMeatBoy64
good",(+3),133,1.10,210.8,1.04,74%,143.4,0.74,0.33,The Funhaver Invitational - Revival 3
"Dinxx
CD",,261,1.09,239.0,1.14,74%,155.7,0.83,0.21,The Funhaver Invitational - Revival 3
"ensena
Wind",(+2),141,1.09,237.7,1.19,75%,153.7,0.85,0.14,The Funhaver Invitational - Revival 3
"ramsito
LUX",,74,1.09,248.8,1.11,72%,157.3,0.84,0.26,The Funhaver Invitational - Revival 3
"GaryDaSnail
YDZ",,265,1.09,218.8,1.20,68%,148.9,0.83,0.15,The Funhaver Invitational - Revival 3
"saucy
SHOW",(+1),81,1.09,247.8,1.15,67%,171.1,0.88,0.22,The Funhaver Invitational - Revival 3
"sogo
ROSE",,140,1.08,175.6,1.10,71%,119.8,0.65,0.21,The Funhaver Invitational - Revival 3
"bao
NOTI",(+2),154,1.08,232.9,1.11,73%,150.1,0.78,0.18,The Funhaver Invitational - Revival 3
"Kehnys
Neo",,127,1.08,270.6,1.11,69%,180.2,0.91,0.19,The Funhaver Invitational - Revival 3
"Nanners
ZMM.B",(+2),314,1.08,200.6,1.12,76%,143.3,0.70,0.27,The Funhaver Invitational - Revival 3
"yiinel
ZMM.B",(+2),314,1.08,199.6,1.10,79%,131.2,0.69,0.36,The Funhaver Invitational - Revival 3
"tdawgg
The",,116,1.08,194.5,1.04,76%,128.9,0.67,0.28,The Funhaver Invitational - Revival 3
"In0X
CD",(+1),261,1.08,217.7,1.07,76%,144.4,0.74,0.28,The Funhaver Invitational - Revival 3
"XnB
Laze",,174,1.08,176.2,1.19,74%,121.8,0.66,0.22,The Funhaver Invitational - Revival 3
"Juice
Be L",(+3),256,1.08,224.0,1.08,75%,143.6,0.76,0.27,The Funhaver Invitational - Revival 3
"rich
Be L",(+1),97,1.08,210.6,1.07,76%,136.2,0.74,0.31,The Funhaver Invitational - Revival 3
"satellite
VLYN",,183,1.07,245.0,1.04,74%,158.1,0.82,0.22,The Funhaver Invitational - Revival 3
"RetrQ
Sexy",(+1),223,1.07,212.6,1.16,68%,143.9,0.76,0.24,The Funhaver Invitational - Revival 3
"fried
fren",,128,1.07,248.5,1.12,66%,162.1,0.88,0.17,The Funhaver Invitational - Revival 3
"SPIDERMAN
DOOM",(+1),146,1.07,220.3,1.06,75%,145.0,0.77,0.34,The Funhaver Invitational - Revival 3
"Melvin
DG",,122,1.07,237.8,1.08,70%,156.2,0.85,0.22,The Funhaver Invitational - Revival 3
"sacred
SaD",(+2),288,1.07,203.7,1.06,70%,129.1,0.72,0.26,The Funhaver Invitational - Revival 3
"XYoshiZ
BALL",(+2),127,1.07,224.2,1.21,70%,143.9,0.86,0.20,The Funhaver Invitational - Revival 3
"Frosty
over",,182,1.07,246.7,1.16,78%,171.5,0.84,0.28,The Funhaver Invitational - Revival 3
"Lemonz
DeTo",,120,1.07,205.2,0.95,77%,132.1,0.70,0.50,The Funhaver Invitational - Revival 3
"cro3N
DOOM",,146,1.07,215.9,0.94,75%,142.4,0.69,0.47,The Funhaver Invitational - Revival 3
"saint
OC E",(+2),289,1.06,195.8,0.97,73%,130.0,0.65,0.43,The Funhaver Invitational - Revival 3
"shawz
Goom",(+1),84,1.06,250.0,1.12,69%,176.9,0.92,0.26,The Funhaver Invitational - Revival 3
"ShadowCoreTV
BHOP",(+1),136,1.06,219.0,1.12,67%,148.6,0.78,0.12,The Funhaver Invitational - Revival 3
"FaNbF4
GRID",,186,1.06,252.6,1.15,69%,165.4,0.88,0.19,The Funhaver Invitational - Revival 3
"Romeo
PG",,122,1.06,233.3,1.05,72%,153.4,0.82,0.23,The Funhaver Invitational - Revival 3
"BayPopper
NA",,206,1.06,228.6,1.03,73%,146.8,0.78,0.18,The Funhaver Invitational - Revival 3
"roccomax
Fros",,148,1.06,246.3,1.11,70%,162.9,0.83,0.22,The Funhaver Invitational - Revival 3
"Kero
Fros",,148,1.06,170.8,1.00,74%,114.2,0.62,0.39,The Funhaver Invitational - Revival 3
"nabil
Kats",,299,1.06,208.8,1.10,73%,141.9,0.74,0.20,The Funhaver Invitational - Revival 3
"Manny
Impe",,91,1.06,221.8,0.91,65%,150.6,0.69,0.43,The Funhaver Invitational - Revival 3
"haeyoday
Abys",,138,1.06,244.7,1.18,71%,161.5,0.91,0.20,The Funhaver Invitational - Revival 3
"Avg
UI",,79,1.06,218.3,1.04,82%,134.8,0.75,0.46,The Funhaver Invitational - Revival 3
"katsumi
NBG",,242,1.05,198.0,1.09,74%,135.3,0.72,0.32,The Funhaver Invitational - Revival 3
"wow
1ms",,222,1.05,201.8,1.11,70%,132.5,0.70,0.12,The Funhaver Invitational - Revival 3
"D0V3S
NOTI",(+1),154,1.05,188.6,1.04,67%,122.1,0.68,0.23,The Funhaver Invitational - Revival 3
"zerona
L9",(+2),292,1.05,212.9,0.99,75%,138.3,0.71,0.38,The Funhaver Invitational - Revival 3
"benjii
L9",,292,1.05,205.7,1.11,74%,140.5,0.73,0.20,The Funhaver Invitational - Revival 3
"kev
L9",(+1),292,1.05,187.1,0.97,77%,120.1,0.66,0.49,The Funhaver Invitational - Revival 3
"Sworns
LEET",,118,1.05,189.6,1.07,71%,127.8,0.67,0.19,The Funhaver Invitational - Revival 3
"dip
L9",(+1),292,1.05,210.6,1.06,74%,138.9,0.74,0.38,The Funhaver Invitational - Revival 3
"ZK
CD",,261,1.05,179.5,1.04,79%,124.5,0.65,0.35,The Funhaver Invitational - Revival 3
"Truu
over",,182,1.05,238.2,1.07,71%,155.0,0.80,0.15,The Funhaver Invitational - Revival 3
"ExciteMVP
NBG",(+1),242,1.05,192.8,1.07,73%,122.7,0.71,0.31,The Funhaver Invitational - Revival 3
"roompa
VLYN",,183,1.04,188.1,1.04,81%,127.6,0.67,0.26,The Funhaver Invitational - Revival 3
"Thin
UI",,120,1.04,202.3,1.11,82%,135.8,0.74,0.28,The Funhaver Invitational - Revival 3
"sambae
1ms",,222,1.04,180.1,1.04,73%,121.0,0.66,0.23,The Funhaver Invitational - Revival 3
"aluvily
Be L",(+1),143,1.03,184.4,1.08,68%,128.3,0.69,0.20,The Funhaver Invitational - Revival 3
"Cheese
UI",,120,1.03,212.8,0.96,73%,137.4,0.78,0.16,The Funhaver Invitational - Revival 3
"zekei
MIND",,102,1.03,174.5,0.98,78%,112.9,0.59,0.58,The Funhaver Invitational - Revival 3
"Yum07
Oran",,174,1.03,189.7,0.86,74%,126.7,0.61,0.48,The Funhaver Invitational - Revival 3
"gucc107
VLYN",,183,1.03,200.1,1.02,74%,128.4,0.70,0.36,The Funhaver Invitational - Revival 3
"skies
CHUR",(+2),151,1.02,221.6,1.05,72%,140.2,0.79,0.22,The Funhaver Invitational - Revival 3
"nom
CHUR",,151,1.02,201.3,0.98,69%,130.4,0.70,0.38,The Funhaver Invitational - Revival 3
"grok
CPU",,100,1.02,209.3,0.89,66%,140.7,0.67,0.50,The Funhaver Invitational - Revival 3
"Jango
Team",,112,1.02,222.2,1.12,67%,146.9,0.83,0.14,The Funhaver Invitational - Revival 3
"BNIPER
UCF.G",,217,1.02,242.8,1.11,68%,160.5,0.85,0.17,The Funhaver Invitational - Revival 3
"tyfoon
The",,116,1.02,191.8,0.91,78%,127.3,0.64,0.48,The Funhaver Invitational - Revival 3
"syfi
Sexy",,223,1.01,231.4,1.07,70%,150.6,0.80,0.19,The Funhaver Invitational - Revival 3
"Awkua
SaD",(+1),308,1.01,202.0,1.05,71%,129.2,0.72,0.27,The Funhaver Invitational - Revival 3
"novacaine
Oran",(+1),174,1.01,225.1,1.11,70%,150.5,0.82,0.20,The Funhaver Invitational - Revival 3
"Suhnny
CPU",,100,1.01,184.5,0.89,70%,121.2,0.65,0.40,The Funhaver Invitational - Revival 3
"Aku
Hybr",,62,1.01,256.3,0.95,81%,169.9,0.85,0.18,The Funhaver Invitational - Revival 3
"Blahst
ZMM.B",(+2),314,1.01,186.1,0.98,75%,114.6,0.64,0.41,The Funhaver Invitational - Revival 3
"Ziehm
Back",,89,1.01,240.5,0.97,65%,155.6,0.80,0.27,The Funhaver Invitational - Revival 3
"Bubbles
Last",,108,1.01,228.8,1.02,69%,145.5,0.79,0.23,The Funhaver Invitational - Revival 3
"Brayzeee
YDZ",,265,1.01,184.3,1.04,75%,124.0,0.66,0.38,The Funhaver Invitational - Revival 3
"Affect
YDZ",(+1),265,1.01,205.3,0.93,74%,130.8,0.68,0.43,The Funhaver Invitational - Revival 3
"DoHyun
UI",(+2),120,1.01,230.8,1.02,73%,160.7,0.83,0.39,The Funhaver Invitational - Revival 3
"A77
CD",(+1),261,1.00,196.8,0.99,73%,129.8,0.66,0.33,The Funhaver Invitational - Revival 3
"canezera
what",,139,1.00,241.3,1.07,71%,157.5,0.81,0.27,The Funhaver Invitational - Revival 3
"NAMI
NA",,206,1.00,191.7,1.01,70%,128.6,0.68,0.21,The Funhaver Invitational - Revival 3
"ChurmZ
CD",,20,1.00,203.0,1.25,60%,143.3,0.75,0.00,The Funhaver Invitational - Revival 3
"Sushie
Dog",(+1),170,1.00,214.6,1.00,62%,147.2,0.73,0.15,The Funhaver Invitational - Revival 3
"FireBallOps
LEET",,148,0.99,218.2,1.01,67%,137.4,0.76,0.14,The Funhaver Invitational - Revival 3
"Torrify
Sexy",,223,0.99,192.8,1.03,74%,139.8,0.67,0.16,The Funhaver Invitational - Revival 3
"Tbite
Lion",,105,0.99,208.0,1.12,68%,142.4,0.78,0.17,The Funhaver Invitational - Revival 3
"Bon
YDZ",,265,0.99,189.0,0.93,74%,130.5,0.63,0.31,The Funhaver Invitational - Revival 3
"Vixtur
Neo",(+2),176,0.99,192.0,0.91,70%,133.2,0.66,0.34,The Funhaver Invitational - Revival 3
"Conartist
PG",,122,0.99,203.3,0.97,70%,136.1,0.70,0.34,The Funhaver Invitational - Revival 3
"squirmor
UCF.G",(+1),217,0.98,191.7,0.90,75%,128.6,0.64,0.34,The Funhaver Invitational - Revival 3
"axl
fren",,128,0.98,187.0,0.95,65%,121.5,0.68,0.16,The Funhaver Invitational - Revival 3
"Lucky
Goth",,147,0.98,180.8,0.97,74%,115.9,0.65,0.31,The Funhaver Invitational - Revival 3
"powa
UCF.G",(+1),217,0.98,178.0,0.82,74%,117.4,0.56,0.42,The Funhaver Invitational - Revival 3
"Yessine
Dog",,170,0.98,238.8,1.05,66%,152.8,0.82,0.15,The Funhaver Invitational - Revival 3
"eyan
DOOM",,146,0.98,248.1,1.04,66%,169.4,0.85,0.17,The Funhaver Invitational - Revival 3
"Beaver
GRID",,186,0.98,169.4,0.92,76%,114.3,0.59,0.34,The Funhaver Invitational - Revival 3
"baze
Team",,112,0.98,214.2,1.00,66%,142.2,0.75,0.25,The Funhaver Invitational - Revival 3
"car
NBG",,242,0.98,231.2,1.09,71%,154.3,0.82,0.14,The Funhaver Invitational - Revival 3
"Hibui
over",,182,0.97,191.7,1.02,70%,132.7,0.72,0.35,The Funhaver Invitational - Revival 3
"Tillo
Kats",,299,0.97,167.1,0.95,71%,115.0,0.60,0.31,The Funhaver Invitational - Revival 3
"exile
Fros",,148,0.97,212.3,1.07,70%,147.4,0.80,0.19,The Funhaver Invitational - Revival 3
"Xander
Neo",,176,0.97,187.7,0.89,68%,125.8,0.67,0.32,The Funhaver Invitational - Revival 3
"parker
1ms",,222,0.97,175.6,0.82,70%,113.6,0.56,0.53,The Funhaver Invitational - Revival 3
"fate
BHOP",(+1),136,0.97,193.3,0.91,67%,131.6,0.64,0.40,The Funhaver Invitational - Revival 3
"frost
DG",,122,0.97,173.8,0.93,69%,110.6,0.63,0.34,The Funhaver Invitational - Revival 3
"aikz
Last",,108,0.97,204.0,0.91,68%,137.2,0.69,0.31,The Funhaver Invitational - Revival 3
"VantiK
Neo",(+1),176,0.96,185.3,0.95,65%,132.7,0.68,0.16,The Funhaver Invitational - Revival 3
"beeb
puch",(+2),154,0.96,197.6,0.92,68%,138.1,0.68,0.31,The Funhaver Invitational - Revival 3
"D SAVAGE 3900
The",,116,0.96,165.8,0.77,72%,105.5,0.54,0.49,The Funhaver Invitational - Revival 3
"Klamran
Edma",(+4),201,0.96,200.5,1.04,64%,142.9,0.73,0.17,The Funhaver Invitational - Revival 3
"Cfax
Oran",(+1),174,0.96,163.2,0.89,71%,108.7,0.59,0.28,The Funhaver Invitational - Revival 3
"Momiji
what",,268,0.96,176.0,0.97,75%,120.5,0.63,0.31,The Funhaver Invitational - Revival 3
"Warmest Aloha
DXG",,109,0.96,191.6,0.99,64%,127.5,0.68,0.20,The Funhaver Invitational - Revival 3
"acrian
VLYN",,183,0.96,189.8,0.99,64%,129.7,0.69,0.14,The Funhaver Invitational - Revival 3
"pepe
CHUR",(+1),151,0.95,216.0,0.95,76%,147.2,0.74,0.29,The Funhaver Invitational - Revival 3
"Rudy
UCF.G",,217,0.95,183.9,0.90,76%,121.8,0.64,0.34,The Funhaver Invitational - Revival 3
"Dallas
Fina",,90,0.95,196.8,0.88,76%,130.1,0.67,0.57,The Funhaver Invitational - Revival 3
"Jackk
Laze",,174,0.95,181.0,0.97,66%,121.1,0.66,0.16,The Funhaver Invitational - Revival 3
"dino
CHUR",(+3),151,0.95,191.0,0.96,74%,127.4,0.68,0.23,The Funhaver Invitational - Revival 3
"Restless
Pred",,140,0.94,177.9,0.91,71%,120.6,0.66,0.29,The Funhaver Invitational - Revival 3
"PYTH0N
Pred",,140,0.94,209.3,0.93,64%,141.9,0.67,0.32,The Funhaver Invitational - Revival 3
"Kazuto
Pred",,140,0.94,229.1,1.00,68%,149.3,0.80,0.17,The Funhaver Invitational - Revival 3
"Yulov
goos",,163,0.94,187.4,0.95,66%,126.5,0.67,0.20,The Funhaver Invitational - Revival 3
"casuaL
Laze",(+2),174,0.94,169.1,0.83,66%,107.5,0.59,0.39,The Funhaver Invitational - Revival 3
"Alexx
GRID",,186,0.94,168.4,0.91,65%,112.4,0.62,0.17,The Funhaver Invitational - Revival 3
"cuz
Edma",(+1),106,0.94,203.2,0.89,64%,140.6,0.68,0.18,The Funhaver Invitational - Revival 3
"Agr0
Edma",(+5),201,0.93,222.8,1.01,65%,147.3,0.79,0.31,The Funhaver Invitational - Revival 3
"Maanish
AOE",,149,0.93,226.6,0.94,74%,150.6,0.77,0.26,The Funhaver Invitational - Revival 3
"Papi
NBG",,242,0.93,212.3,0.93,72%,145.5,0.74,0.38,The Funhaver Invitational - Revival 3
"butu
Goth",,147,0.93,206.6,0.95,71%,134.4,0.72,0.16,The Funhaver Invitational - Revival 3
"atlas
Be L",,113,0.93,212.6,1.04,65%,143.8,0.77,0.20,The Funhaver Invitational - Revival 3
"Shock
DeTo",,120,0.93,188.5,1.03,71%,121.3,0.74,0.23,The Funhaver Invitational - Revival 3
"Matt
Be L",,256,0.93,188.3,0.90,66%,131.6,0.63,0.24,The Funhaver Invitational - Revival 3
"rima
Fina",,90,0.93,252.3,1.04,68%,166.3,0.86,0.19,The Funhaver Invitational - Revival 3
"vyx
YDZ",,265,0.93,212.9,0.98,66%,141.9,0.77,0.14,The Funhaver Invitational - Revival 3
"shen
LEET",(+1),148,0.92,185.8,0.89,74%,123.8,0.64,0.34,The Funhaver Invitational - Revival 3
"echo
BHOP",(+1),136,0.92,192.8,0.93,75%,134.8,0.66,0.32,The Funhaver Invitational - Revival 3
"Orbital
Pred",(+1),140,0.92,173.4,0.92,71%,123.3,0.64,0.38,The Funhaver Invitational - Revival 3
"Sleepy Femboy
Goom",,84,0.92,205.3,0.89,64%,143.0,0.68,0.19,The Funhaver Invitational - Revival 3
"bearkun
Kats",,62,0.92,167.3,0.77,76%,116.4,0.55,0.35,The Funhaver Invitational - Revival 3
"1Frog1
NOTI",,154,0.92,234.3,1.02,64%,154.0,0.85,0.09,The Funhaver Invitational - Revival 3
"JamKes
Goth",,74,0.92,183.3,1.00,65%,131.8,0.70,0.14,The Funhaver Invitational - Revival 3
"Butera
Impe",,91,0.92,182.8,0.92,66%,128.3,0.66,0.24,The Funhaver Invitational - Revival 3
"Arctic
Dest",,104,0.92,231.0,0.99,69%,146.3,0.80,0.12,The Funhaver Invitational - Revival 3
"Window
Wind",,141,0.92,211.3,0.90,65%,142.8,0.68,0.29,The Funhaver Invitational - Revival 3
"Tea
SHOW",,81,0.91,217.3,0.98,68%,135.3,0.79,0.17,The Funhaver Invitational - Revival 3
"Abde
Fros",,71,0.91,176.8,0.77,69%,106.8,0.56,0.39,The Funhaver Invitational - Revival 3
"Jay
Harm",,69,0.91,188.5,0.76,71%,126.8,0.61,0.28,The Funhaver Invitational - Revival 3
"stunna
SaD",,82,0.91,185.5,0.98,73%,121.6,0.66,0.18,The Funhaver Invitational - Revival 3
"Bull3ts
Lion",,105,0.91,212.6,0.94,63%,140.3,0.74,0.18,The Funhaver Invitational - Revival 3
"Banshee
CPU",,100,0.90,216.0,0.87,62%,144.4,0.71,0.21,The Funhaver Invitational - Revival 3
"LLMA
OC E",,43,0.90,176.0,0.76,70%,120.0,0.58,0.42,The Funhaver Invitational - Revival 3
"Aloka
puch",(+2),154,0.90,183.6,0.84,73%,122.6,0.65,0.40,The Funhaver Invitational - Revival 3
"chqse
DXG",,109,0.90,194.6,0.94,79%,136.9,0.70,0.27,The Funhaver Invitational - Revival 3
"Nick
goos",,30,0.90,187.0,1.00,60%,127.0,0.73,0.20,The Funhaver Invitational - Revival 3
"ImGabriel
Team",,112,0.90,181.2,0.83,72%,119.0,0.67,0.29,The Funhaver Invitational - Revival 3
"chase
goos",(+2),163,0.90,171.6,0.90,66%,122.8,0.64,0.23,The Funhaver Invitational - Revival 3
"darm
BALL",(+1),127,0.90,220.6,0.91,69%,150.7,0.74,0.28,The Funhaver Invitational - Revival 3
"Bakery
UI",,120,0.90,194.8,0.84,71%,134.5,0.66,0.28,The Funhaver Invitational - Revival 3
"appa
Edma",(+5),201,0.89,192.3,0.89,70%,125.8,0.67,0.32,The Funhaver Invitational - Revival 3
"Goob
goos",(+3),163,0.89,191.0,0.81,72%,127.6,0.64,0.33,The Funhaver Invitational - Revival 3
"BangtK
Cata",,162,0.89,191.9,0.86,65%,129.6,0.66,0.20,The Funhaver Invitational - Revival 3
"crush
Dest",,104,0.89,170.0,0.84,67%,114.1,0.60,0.37,The Funhaver Invitational - Revival 3
"Kero
goos",,163,0.89,176.1,0.94,69%,121.1,0.66,0.21,The Funhaver Invitational - Revival 3
"Vortex
CPU",,100,0.89,202.3,0.92,61%,131.7,0.71,0.12,The Funhaver Invitational - Revival 3
"Xekzie
fren",(+1),128,0.88,149.8,0.76,70%,100.2,0.55,0.38,The Funhaver Invitational - Revival 3
"Muffin Man
Cata",(+1),162,0.88,177.4,0.85,72%,113.8,0.61,0.32,The Funhaver Invitational - Revival 3
"DaG
DOOM",(+2),146,0.88,141.0,0.68,73%,89.9,0.47,0.42,The Funhaver Invitational - Revival 3
"Bong
Medi",,76,0.88,175.3,0.81,66%,119.4,0.58,0.17,The Funhaver Invitational - Revival 3
"mikester
Be L",,159,0.88,211.6,0.97,62%,141.9,0.75,0.13,The Funhaver Invitational - Revival 3
"Neat
good",,133,0.88,167.3,0.82,73%,117.4,0.57,0.38,The Funhaver Invitational - Revival 3
"Accelerate
Dest",(+1),104,0.87,206.6,0.94,69%,130.4,0.76,0.22,The Funhaver Invitational - Revival 3
"KYLE
Wind",,141,0.87,142.0,0.78,69%,98.0,0.52,0.37,The Funhaver Invitational - Revival 3
"tsalad
DG",,122,0.87,178.7,0.83,70%,118.0,0.61,0.31,The Funhaver Invitational - Revival 3
"iyen
LEET",,30,0.87,172.0,0.76,70%,115.2,0.53,0.30,The Funhaver Invitational - Revival 3
"evv
Edma",(+1),95,0.86,179.2,0.91,66%,112.0,0.65,0.17,The Funhaver Invitational - Revival 3
"nimbus
Lion",(+1),105,0.86,185.0,0.88,64%,117.4,0.70,0.20,The Funhaver Invitational - Revival 3
"HUYNH
NBG",,242,0.86,181.9,0.91,69%,127.9,0.64,0.21,The Funhaver Invitational - Revival 3
"VeLo
Team",,112,0.86,195.0,0.83,61%,140.4,0.67,0.20,The Funhaver Invitational - Revival 3
"Hippity
fren",(+1),128,0.85,235.2,0.90,71%,149.4,0.82,0.25,The Funhaver Invitational - Revival 3
"Avxrsive
Last",,108,0.85,202.4,0.90,59%,135.2,0.70,0.14,The Funhaver Invitational - Revival 3
"Manic
LUX",,74,0.85,181.3,0.75,65%,124.7,0.61,0.24,The Funhaver Invitational - Revival 3
"zeek
MIND",,36,0.85,159.0,0.84,56%,99.4,0.58,0.31,The Funhaver Invitational - Revival 3
"Soop
NOTI",(+2),154,0.85,168.4,0.78,71%,117.5,0.59,0.26,The Funhaver Invitational - Revival 3
"Stolas
Lion",,105,0.85,185.8,0.73,73%,131.4,0.58,0.33,The Funhaver Invitational - Revival 3
"nash
puch",,154,0.85,225.3,0.89,71%,142.5,0.75,0.23,The Funhaver Invitational - Revival 3
"Reddot
Dest",,104,0.85,198.4,0.89,65%,140.2,0.70,0.19,The Funhaver Invitational - Revival 3
"Aero
Edma",(+2),201,0.84,164.5,0.80,70%,109.0,0.59,0.29,The Funhaver Invitational - Revival 3
"ORCA
BALL",(+1),127,0.84,184.0,0.87,61%,119.7,0.64,0.19,The Funhaver Invitational - Revival 3
"Vader
OC E",,289,0.83,201.1,0.90,66%,132.0,0.72,0.15,The Funhaver Invitational - Revival 3
"Balog
BALL",(+1),127,0.83,171.4,0.78,58%,107.2,0.59,0.20,The Funhaver Invitational - Revival 3
"restro
PG",,122,0.83,165.3,0.73,66%,107.8,0.55,0.50,The Funhaver Invitational - Revival 3
"WicK
DG",(+2),122,0.83,171.8,0.69,68%,108.5,0.52,0.40,The Funhaver Invitational - Revival 3
"Wendigo
over",(+1),182,0.83,165.2,0.83,71%,107.4,0.60,0.29,The Funhaver Invitational - Revival 3
"LilGrizzly
NOTI",(+2),154,0.83,195.9,0.78,69%,132.6,0.62,0.29,The Funhaver Invitational - Revival 3
"Noel Fisher
Medi",,76,0.82,195.0,0.78,61%,126.7,0.67,0.26,The Funhaver Invitational - Revival 3
"Zen
OC E",,289,0.82,149.9,0.74,67%,102.0,0.52,0.33,The Funhaver Invitational - Revival 3
"Kody
DeTo",,120,0.82,195.7,0.80,69%,140.8,0.65,0.23,The Funhaver Invitational - Revival 3
"grayskí
Lion",,105,0.81,174.6,0.76,65%,113.8,0.60,0.31,The Funhaver Invitational - Revival 3
"Casual Scrub
BALL",,127,0.81,159.6,0.75,69%,112.0,0.56,0.24,The Funhaver Invitational - Revival 3
"SexyChristian
Sexy",,223,0.81,148.7,0.72,71%,97.8,0.52,0.47,The Funhaver Invitational - Revival 3
"Lauder
Goth",,147,0.81,144.5,0.75,67%,101.8,0.52,0.22,The Funhaver Invitational - Revival 3
"serge
Last",(+1),108,0.81,167.2,0.77,64%,110.0,0.56,0.18,The Funhaver Invitational - Revival 3
"trunkZ
BHOP",,136,0.81,171.0,0.78,63%,116.2,0.59,0.17,The Funhaver Invitational - Revival 3
"karmax1
puch",(+3),154,0.81,180.3,0.82,68%,123.8,0.66,0.26,The Funhaver Invitational - Revival 3
"POLAR
CHUR",,151,0.81,153.4,0.80,70%,106.2,0.57,0.24,The Funhaver Invitational - Revival 3
"maRTi
Fina",,90,0.80,158.0,0.67,64%,113.5,0.51,0.33,The Funhaver Invitational - Revival 3
"aisu
PG",,122,0.80,151.2,0.79,59%,109.0,0.58,0.19,The Funhaver Invitational - Revival 3
"LuckyLeader
Dog",(+1),170,0.80,161.9,0.73,62%,112.5,0.53,0.31,The Funhaver Invitational - Revival 3
"wingedwalrus12
SHOW",,81,0.80,166.3,0.67,78%,116.8,0.56,0.44,The Funhaver Invitational - Revival 3
"wokefox
LUX",,74,0.80,161.3,0.67,65%,110.9,0.55,0.22,The Funhaver Invitational - Revival 3
"flow
Back",,89,0.80,146.3,0.70,60%,98.8,0.53,0.28,The Funhaver Invitational - Revival 3
"Eletrik
Dog",(+2),170,0.79,180.0,0.77,64%,123.6,0.62,0.32,The Funhaver Invitational - Revival 3
"Rexadiz
Cata",,162,0.79,160.1,0.74,65%,109.0,0.57,0.44,The Funhaver Invitational - Revival 3
"DEV1N
SHOW",(+1),81,0.79,197.8,0.74,67%,137.4,0.63,0.27,The Funhaver Invitational - Revival 3
"Green
Hybr",,62,0.79,134.7,0.62,69%,92.5,0.45,0.45,The Funhaver Invitational - Revival 3
"Kirbyy
Fina",,90,0.79,151.8,0.77,66%,110.1,0.57,0.20,The Funhaver Invitational - Revival 3
"Bachira
Harm",,69,0.78,185.5,0.77,58%,131.1,0.64,0.32,The Funhaver Invitational - Revival 3
"Bannable
Dog",,170,0.78,136.8,0.77,64%,96.1,0.54,0.24,The Funhaver Invitational - Revival 3
"Sin
CPU",,100,0.78,150.0,0.74,63%,98.3,0.55,0.20,The Funhaver Invitational - Revival 3
"Lego Set 5611
DeTo",,120,0.78,164.7,0.72,65%,112.8,0.55,0.24,The Funhaver Invitational - Revival 3
"Lyan
DeTo",,120,0.78,183.2,0.78,62%,128.9,0.63,0.17,The Funhaver Invitational - Revival 3
"mFH
what",,129,0.78,129.6,0.75,64%,88.3,0.50,0.22,The Funhaver Invitational - Revival 3
"wntrzs
good",(+1),133,0.77,166.8,0.74,68%,108.9,0.57,0.20,The Funhaver Invitational - Revival 3
"Citrus
Last",,108,0.77,114.0,0.56,68%,76.6,0.39,0.42,The Funhaver Invitational - Revival 3
"jellyfish
Impe",(+1),91,0.77,170.5,0.75,60%,117.3,0.58,0.21,The Funhaver Invitational - Revival 3
"Jar
Team",,112,0.77,141.0,0.60,64%,94.3,0.46,0.31,The Funhaver Invitational - Revival 3
"Kcep
DXG",,109,0.76,157.8,0.72,69%,106.2,0.53,0.41,The Funhaver Invitational - Revival 3
"saucetin
Abys",,138,0.76,166.3,0.76,71%,116.8,0.59,0.31,The Funhaver Invitational - Revival 3
"Nopaso
fren",,128,0.76,150.2,0.61,60%,105.9,0.46,0.34,The Funhaver Invitational - Revival 3
"Sparticus
Wind",(+3),141,0.76,159.3,0.71,65%,106.6,0.55,0.27,The Funhaver Invitational - Revival 3
"Jacky
Impe",,91,0.75,187.5,0.75,58%,113.4,0.64,0.11,The Funhaver Invitational - Revival 3
"shane
Hybr",,62,0.75,185.7,0.77,58%,120.3,0.65,0.24,The Funhaver Invitational - Revival 3
"Hayden
Medi",,76,0.75,133.3,0.55,70%,86.5,0.43,0.38,The Funhaver Invitational - Revival 3
"Asetic
Medi",,76,0.74,175.8,0.81,61%,105.0,0.67,0.12,The Funhaver Invitational - Revival 3
"Pepper
Abys",,138,0.73,139.3,0.66,70%,99.6,0.50,0.40,The Funhaver Invitational - Revival 3
"LVL 27 GOOMBA
Harm",,69,0.73,193.8,0.66,64%,134.1,0.62,0.35,The Funhaver Invitational - Revival 3
"Boltzy
Back",,89,0.73,194.8,0.77,62%,132.1,0.66,0.17,The Funhaver Invitational - Revival 3
"HuNter
Pred",,140,0.73,156.6,0.71,64%,108.6,0.55,0.14,The Funhaver Invitational - Revival 3
"Zoom
Abys",,138,0.72,146.5,0.69,59%,104.4,0.54,0.17,The Funhaver Invitational - Revival 3
"Tootsie
Neo",(+1),176,0.71,127.7,0.62,59%,90.2,0.46,0.20,The Funhaver Invitational - Revival 3
